name,auth,translator,publisher,date,price,rating,hot,url
请以你的名字呼唤我,安德烈·艾席蒙 , 权景 , 中国友谊出版公司 , 2012-8 , 29.80元,8.6,9612,https://book.douban.com/subject/11535042/
理想人生,[法] 提埃里·科恩 , 王大智 , 天地出版社 , 2020-7 , 45.00元,8.6,50,https://book.douban.com/subject/35061927/
水浒传,施耐庵、罗贯中 , 中华书局 , 中华书局 , 2009-06 , 88.00元,9.0,3801,https://book.douban.com/subject/3810699/
射雕英雄传,金庸 , 生活·读书·新知三联书店 , 生活·读书·新知三联书店 , 1994-5 , 76.80元,9.0,18193,https://book.douban.com/subject/1789837/
山月记,[日]中岛敦 , 韩冰、孙志勇 , 中华书局 , 2013-5 , 28,8.7,5387,https://book.douban.com/subject/20473505/
圣女的救济,[日] 东野圭吾 , 袁斌 , 南海出版公司 , 2017-1-1 , 45.00元,7.7,10782,https://book.douban.com/subject/26906797/
大哥,Priest , 上海人民美术出版社 , 上海人民美术出版社 , 2016-3-1 , CNY 32.00,8.5,7364,https://book.douban.com/subject/26778494/
仿生人会梦见电子羊吗？,[美] 菲利普·迪克 , 许东华 , 译林出版社 , 2017-10 , 39.80,8.7,6278,https://book.douban.com/subject/27041533/
当尼采哭泣,（美）欧文 D.亚隆（Irvin D.Yalom） , 侯维之 , 机械工业出版社 , 2011-1 , 36.00元,8.8,5296,https://book.douban.com/subject/5940553/
圣女的救济,[日] 东野圭吾 , 袁斌 , 当代世界出版社 , 2009-5 , 30.00,7.7,33503,https://book.douban.com/subject/3713327/
奇想·天动,[日] 岛田庄司 , 林敏生 , 新星出版社 , 2010-8 , 28.00元,8.3,5525,https://book.douban.com/subject/4898712/
火中遗物,[阿根廷] 玛丽安娜•恩里克斯（Mariana Enriquez） , 陈芷、李碧芸 , 外语教学与研究出版社 , 2020-4-1 , 45.00,8.5,119,https://book.douban.com/subject/34914941/
万有引力之虹,[美国] 托马斯·品钦 , 张文宇、黄向荣 , 译林出版社 , 2009-1 , 48.00,8.3,1679,https://book.douban.com/subject/3327495/
万寿寺,王小波 , 北方文艺出版社 , 北方文艺出版社 , 2006-3 , 19.80元,8.5,9143,https://book.douban.com/subject/1763806/
撒野 3,巫哲 , 江苏凤凰文艺出版社 , 江苏凤凰文艺出版社 , 2020-5-7 , 49.8元,8.9,374,https://book.douban.com/subject/35058847/
横道世之介,[日]  吉田修一 , 林雅惠 , 上海人民出版社 , 2018-6 , 55.00,8.5,3129,https://book.douban.com/subject/30223812/
圣殿春秋,[英] 肯·福莱特 , 胡允桓 , 江苏凤凰文艺出版社 , 2018-7 , 188元,8.5,8257,https://book.douban.com/subject/30224833/
逆时侦查组,张小猫 , 紫焰传媒 , 中国友谊出版公司 , 2020-5-1 , 42.00元,8.9,278,https://book.douban.com/subject/34950212/
宇航服防尘指南,[美] 哈尔·克莱门特 , 张涵 , 新星出版社 , 2020-6 , 45.00元,9.4,43,https://book.douban.com/subject/35087337/
大小谎言,[澳大利亚]莉安·莫里亚蒂 , 康学慧 , 北京联合出版社*大鱼读品 , 2020-4 , 49.8,8.5,164,https://book.douban.com/subject/34826184/
送行,袁哲生 , 四川人民出版社 , 四川人民出版社 , 2019-8 , 68.00元,8.8,1407,https://book.douban.com/subject/34453066/
斜阳,（日）太宰治 , 杨伟、张嘉林 , 重庆出版社 , 2008-10 , 23.80元,8.6,10677,https://book.douban.com/subject/3259428/
故事写作大师班,[美]约翰•特鲁比、John Truby , 江先声 , 湖南文艺出版社 , 2019-5-30 , 88.00元,8.5,460,https://book.douban.com/subject/33411972/
斗破苍穹,天蚕土豆 , 湖北少儿出版社 , 湖北少儿出版社 , 2010-7 , 695.00元,6.2,5786,https://book.douban.com/subject/22933018/
离婚,老舍 , 人民文学出版社 , 人民文学出版社 , 1981-09 , 0.72元,9.0,4468,https://book.douban.com/subject/2031604/
长安乱,韩寒 , 中国青年出版社 , 中国青年出版社 , 2004-8 , 20.00元,7.4,82050,https://book.douban.com/subject/1049219/
地下室手记,[俄] 陀思妥耶夫斯基 , 臧仲伦 , 漓江出版社 , 2012-5 , 15.00元,9.2,4781,https://book.douban.com/subject/10759466/
世界尽头与冷酷仙境,[日] 村上春树 , 林少华 , 上海译文出版社 , 2002-12 , 23.00元,8.6,37329,https://book.douban.com/subject/1291809/
你是我的荣耀,顾漫 , 九州出版社 , 九州出版社 , 2019-6 , 36元,6.8,3482,https://book.douban.com/subject/33446985/
基督山伯爵（上下）,[法] 大仲马 , 周克希 , 译林出版社 , 2013-9 , 78.00,9.2,4498,https://book.douban.com/subject/25717151/
古董局中局 4,马伯庸 , 北京联合出版公司 , 北京联合出版公司 , 2015-12 , 42.00元,7.3,10359,https://book.douban.com/subject/26650970/
猎魔人1：白狼崛起,[波兰] 安德烈·斯帕克沃斯基 , 小龙 , 重庆出版社 , 2015-1-1 , CNY 32.80,8.6,3642,https://book.douban.com/subject/26267087/
图案人,[美] 雷·布拉德伯里 , 宋怡秋 , 上海译文出版社 , 2020-6 , 68.00,8.1,85,https://book.douban.com/subject/35050669/
二号首长,黄晓阳 , 重庆出版社 , 重庆出版社 , 2011-5 , 38.00元,8.0,9787,https://book.douban.com/subject/6085181/
我是猫,[日]夏目漱石 , 曹曼 , 浙江文艺出版社 , 2015-6 , 39.80元,7.8,7804,https://book.douban.com/subject/26410730/
人渣反派自救系統 中,墨香銅臭 , 平心工作室 , 平心工作室 , 2017-7-24 , NTD 330,7.3,2115,https://book.douban.com/subject/27075481/
项链,[法] 莫泊桑 , 顾加琛 等 , 河北教育出版社 , 2005-2 , 28.00元,8.4,40357,https://book.douban.com/subject/1258498/
推拿,毕飞宇 , 人民文学出版社 , 人民文学出版社 , 2008-9 , 20.00元,8.1,8717,https://book.douban.com/subject/3239913/
万火归一,[阿根廷] 胡里奥·科塔萨尔 , 范晔 , 人民文学出版社 , 2009-6 , 22.00,8.7,5127,https://book.douban.com/subject/3769738/
私恋失调,倪闻天 , 中信出版集团 , 中信出版集团 , 2020-4 , 59.80,7.8,310,https://book.douban.com/subject/34947567/
残次品,priest , 2017,,priest , 2017,8.8,3312,https://book.douban.com/subject/30141639/
海伯利安,(美)丹·西蒙斯 , 潘振华、官善明、李懿 , 吉林出版集团有限责任公司 , 2014-11 , 59.00元,9.1,5521,https://book.douban.com/subject/25941890/
主角,陈彦 , 作家出版社 , 作家出版社 , 2018-1 , 85.00元,7.6,3366,https://book.douban.com/subject/30137612/
小行星掉在下午,沈大成 , 理想国 | 广西师范大学出版社 , 理想国 | 广西师范大学出版社 , 2020-1 , 54.00,8.0,1803,https://book.douban.com/subject/34907855/
Normal People,Sally Rooney , Faber & Faber , Faber & Faber , 2018-8-30 , GBP 14.99,7.6,723,https://book.douban.com/subject/30281637/
想见你,简奇峰、林欣慧 , 浙江人民出版社 , 浙江人民出版社 , 2020-5 , 49.80,8.0,255,https://book.douban.com/subject/35008586/
刀锋,[英] 威廉·萨默塞特·毛姆 , 林步升 , 猫头鹰文化·浙江文艺出版社 , 2016-12 , 39.80,8.9,4925,https://book.douban.com/subject/26896878/
在细雨中呼喊,余华 , 南海出版公司 , 南海出版公司 , 1999-1 , 18.00元,8.4,25931,https://book.douban.com/subject/1082138/
大明王朝1566,刘和平 , 花城出版社 , 花城出版社 , 2016-7 , 88.00元,9.3,2284,https://book.douban.com/subject/26925171/
我们一无所有,[美] 安东尼·马拉 , 施清真 , 江苏凤凰文艺出版社 , 2018-2 , 49.80,8.7,5590,https://book.douban.com/subject/27193117/
新参者,[日] 东野圭吾 , 岳远坤 , 南海出版公司 , 2011-9 , 28.00元,8.4,34219,https://book.douban.com/subject/6746289/
我不知道该说什么，关于死亡还是爱情,S.A.阿列克谢耶维奇 , 方祖芳、郭成业 ,铁葫芦图书 , 2014-6-15 , 34.80元,9.0,14276,https://book.douban.com/subject/25884880/
房思琪的初恋乐园,林奕含 , 贵州人民出版社 , 贵州人民出版社 , 2020-7 , 58.00元,9.3,202,https://book.douban.com/subject/35063046/
在森崎书店的日子,八木泽里志 , 李盈春 , 南海出版公司 , 2020-3-1 , 55.00,7.8,277,https://book.douban.com/subject/34800934/
将军族,陈映真 , 九州出版社 , 九州出版社 , 2020-6 , 78,9.7,58,https://book.douban.com/subject/34937626/
彷徨之刃,[日] 东野圭吾 , 刘珮瑄 , 南海出版公司 , 2015-4-1 , 39.5,7.9,9838,https://book.douban.com/subject/26298572/
倚天屠龙记,金庸 , 生活·读书·新知三联书店 , 生活·读书·新知三联书店 , 1994年5月 , 76.80,8.7,17436,https://book.douban.com/subject/1789841/
千只鹤,[日] 川端康成 , 叶渭渠 , 南海出版公司 , 2013-9-15 , 29.50,8.2,10560,https://book.douban.com/subject/24736900/
琅琊榜,海宴 , 朝华出版社 , 朝华出版社 , 2007-12 , 49.80元,8.5,28417,https://book.douban.com/subject/2326571/
高智商犯罪,紫金陈 , 同心出版社 , 同心出版社 , 2013-8 , 29.80元,7.3,5087,https://book.douban.com/subject/25663137/
恶棍列传,[阿根廷] 豪·路·博尔赫斯 , 王永年 , 上海译文出版社 , 2015-6-1 , 25.00元,8.3,4573,https://book.douban.com/subject/25796066/
谁杀了她,[日] 东野圭吾 , 袁斌 , 南海出版公司 , 2012-10 , 28.00元,7.5,14858,https://book.douban.com/subject/10594788/
鹿鼎记,金庸 , 生活·读书·新知三联书店 , 生活·读书·新知三联书店 , 1994-5 , 96.00元,9.0,12692,https://book.douban.com/subject/1559310/
告白,湊佳苗、湊かなえ , 丁世佳 , 時報文化 , 2009-8 , NT$250,8.6,27229,https://book.douban.com/subject/3920130/
月亮与六便士,[英]毛姆 , 刘勇军 , 南海出版公司 , 2016-4 , 35.00元,8.9,5639,https://book.douban.com/subject/26733851/
小姨多鹤,严歌苓 , 作家出版社 , 作家出版社 , 2008-4 , 28.00元,8.6,28102,https://book.douban.com/subject/3012517/
侯大利刑侦笔记2,小桥老树 , 上海文艺出版社 , 上海文艺出版社 , 2020-5-1 , 45元,7.5,473,https://book.douban.com/subject/35002963/
布鲁克林有棵树,贝蒂·史密斯（Betty Smith) , 方柏林 , 译林出版社 , 2009-7 , 28.00元,8.7,9063,https://book.douban.com/subject/3826899/
人类群星闪耀时,[奥]斯蒂芬·茨威格 , 姜乙 , 上海文艺出版社 , 2019-7 , 49.00元,8.5,2821,https://book.douban.com/subject/34434342/
龙族Ⅳ,江南 , 长江出版社 , 长江出版社 , 2015-12 , 32.00元,7.0,12112,https://book.douban.com/subject/26647621/
喜宝,亦舒 , 新世界出版社 , 新世界出版社 , 2007-2 , 22.00元,8.0,62221,https://book.douban.com/subject/2022979/
都柏林人,[爱尔兰] 詹姆斯·乔伊斯 , 王逢振 , 上海译文出版社 , 2010-9 , 26.00元,8.6,5997,https://book.douban.com/subject/4908872/
荒原狼,(德) 黑塞 , 赵登荣、倪诚恩 , 上海译文出版社 , 2010-9 , 25.00元,9.0,6704,https://book.douban.com/subject/4908883/
离岸,[英]佩内洛普·菲茨杰拉德 , 张菊 , 中信出版集团 , 2020-7 , 49,8.1,36,https://book.douban.com/subject/35063890/
光明王,(美)罗杰·泽拉兹尼 , 胡纾 , 北京联合出版公司 , 2015-3-15 , 42.00元,8.6,2022,https://book.douban.com/subject/25891911/
盗墓笔记2,南派三叔 , 中国友谊出版公司 , 中国友谊出版公司 , 2007-4 , 26.80元,8.2,42513,https://book.douban.com/subject/2057285/
AWM绝地求生 上册,漫漫何其多 著 , 北京时代华文书局 , 北京时代华文书局 , 2019-4 , 39.8元,7.5,2336,https://book.douban.com/subject/33384915/
围城,钱钟书 , 人民文学出版社 , 人民文学出版社 , 2013-6 , 28.00,9.2,12050,https://book.douban.com/subject/24745649/
孽子,白先勇 , 广西师范大学出版社 , 广西师范大学出版社 , 2014-11 , 59.00元,9.1,4577,https://book.douban.com/subject/26253695/
爱情和其他魔鬼,[哥伦比亚] 加西亚·马尔克斯 , 陶玉平 , 南海出版公司 , 2016-1 , 35.00,8.7,8739,https://book.douban.com/subject/26451351/
打火机与公主裙·荒草园,Twentine , 青岛出版社 , 青岛出版社 , 2017-3 , 36.00元,8.3,7577,https://book.douban.com/subject/26978506/
一个人的好天气,[日]青山七惠 , 竺家荣 , 上海译文出版社 , 2011-3 , 20.00元,7.5,11505,https://book.douban.com/subject/6009666/
潮骚,（日）三岛由纪夫 , 唐月梅 , 上海译文出版社 , 2009-1 , 15.00,8.2,10630,https://book.douban.com/subject/3391246/
巨流河,齐邦媛 , 生活·读书·新知三联书店 , 生活·读书·新知三联书店 , 2010-10 , 39.00元,8.7,25556,https://book.douban.com/subject/4842446/
万物有灵且美,[英] 吉米·哈利 , 种衍伦 , 中国城市出版社 , 2010-1 , 28.80,8.8,18371,https://book.douban.com/subject/4187411/
人间失格,太宰治 , 田原 , 中信出版集团 , 2019-6 , 39.90,7.8,2468,https://book.douban.com/subject/33418869/
少年维特的烦恼,[德] 歌德 , 杨武能 , 人民文学出版社 , 1999-7 , 7.40元,7.8,27054,https://book.douban.com/subject/1047138/
怨女,张爱玲 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2012-6 , 29.60元,8.4,4966,https://book.douban.com/subject/10757942/
春日序曲,[美]安德列·艾席蒙 , 黄芳田 , 百花洲文艺出版社 , 2019-8-1 , 45,7.5,1536,https://book.douban.com/subject/33451948/
热爱生命,[美] 杰克·伦敦 , 姬旭升 , 北京燕山出版社 , 2000-12-03 , 15.00,9.0,3690,https://book.douban.com/subject/1082147/
霸王别姬,李碧华 , 新星出版社 , 新星出版社 , 2013-10 , 29.50元,9.1,8380,https://book.douban.com/subject/25737043/
了不起的盖茨比,弗朗西斯•司各特•菲兹杰拉德 (Francis Scott Fitzgerald) , 李继宏 , 天津人民出版社 , 2013-1 , 32.00元,7.0,6686,https://book.douban.com/subject/20507368/
铜钱龛世,木苏里 , 中国书籍出版社 ,木苏里 , 中国书籍出版社 , 2016-11-1,7.5,1313,https://book.douban.com/subject/27061117/
大裂,胡迁 , 九州出版社 , 九州出版社 , 2017-1-1 , 35.00元,7.7,9780,https://book.douban.com/subject/26935435/
你一生的故事,[美] 特德·姜 , 李克勤、王荣生、姚向辉 , 译林出版社 , 2019-12 , 42.00元,8.7,1126,https://book.douban.com/subject/34672178/
午后四点,[比利时] 阿梅丽·诺冬 , 胡小跃 , 湖南文艺出版社 , 2020-4 , 39.80元,7.5,243,https://book.douban.com/subject/34937417/
以你的名字呼喚我,安德列．艾席蒙 , 吳妍蓉 , 麥田 , 2018-1-4 , NT$300,9.0,3354,https://book.douban.com/subject/27598133/
尘埃落定,阿来 , 人民文学出版社 , 人民文学出版社 , 2013-4 , 38.00元,8.9,3259,https://book.douban.com/subject/23286393/
兄弟（上）,余华 , 上海文艺出版社 , 上海文艺出版社 , 2005-8 , 16.00元,8.3,84903,https://book.douban.com/subject/1401425/
当所有愿望实现,[奥] 托马斯·格拉维尼奇 , 刘海宁 , 后浪丨贵州人民出版社 , 2020-7 , 39.80元,8.1,25,https://book.douban.com/subject/35093483/
华胥引（全二册）,唐七公子 , 现代出版社 , 现代出版社 , 2011-1 , 39.80元,8.4,68239,https://book.douban.com/subject/5916880/
江南三部曲,格非 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2019-8-5 , 158.00元,8.5,1070,https://book.douban.com/subject/34461199/
夜航西飞,[英] 柏瑞尔·马卡姆 , 陶立夏 , 人民文学出版社 , 2010-12 , 29.00元,8.8,7503,https://book.douban.com/subject/5366382/
海风中失落的血色馈赠,[加拿大] 阿利斯泰尔·麦克劳德 , 陈以侃 , 人民文学出版社 , 2019-1 , 49,8.9,1445,https://book.douban.com/subject/30401373/
1Q84 BOOK 3,[日] 村上春树 , 施小炜 , 南海出版公司 , 2011-1 , 39.50元,7.6,44833,https://book.douban.com/subject/5502995/
狼王梦,沈石溪 , wu , 浙江少年儿童出版社 , 2009-10 , 18.00元,8.3,5289,https://book.douban.com/subject/4061972/
发条橙,[英] 安东尼·伯吉斯 , 杜冬 , 译林出版社 , 2019-7 , 48.00元,8.5,2264,https://book.douban.com/subject/33422839/
夏天·烟火·我的尸体,[日] 乙一 , 王华懋 , 当代世界出版社 , 2009-6 , 20.00,7.8,18396,https://book.douban.com/subject/3801097/
罗生门,芥川龙之介 , 赵玉皎 , 云南人民出版社 , 2015-8-7 , 68.00元,9.2,5527,https://book.douban.com/subject/26627837/
美人为馅,丁墨 , 百花洲文艺出版社 , 百花洲文艺出版社 , 2015-4 , 35.00元,7.5,8769,https://book.douban.com/subject/26365847/
大师和玛格丽特,[俄] 布尔加科夫 , 钱诚 , 人民文学出版社 , 2004-06 , 21.00元,9.0,3980,https://book.douban.com/subject/1077492/
穆斯林的葬礼,霍达 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2012-12 , 39.80元,8.0,5010,https://book.douban.com/subject/10788580/
占星术杀人魔法,[日] 岛田庄司 , 王鹏帆 , 新星出版社 , 2008-9 , 28.00,8.3,29895,https://book.douban.com/subject/3187737/
再见马戏团,[日] 伊坂幸太郎、[意]曼努埃尔·菲奥（绘） , 倪莎莎 , 南海出版公司 , 2020-4 , 45.00元,7.4,225,https://book.douban.com/subject/34907835/
镜之孤城,[日] 辻村深月 , 李大鸣 , 浙江文艺出版社 , 2020-4 , 56.00元,8.3,225,https://book.douban.com/subject/34907839/
十二年故人戏,墨宝非宝 , 江苏凤凰文艺出版社 , 江苏凤凰文艺出版社 , 2019-3 , 79.80元,8.4,3769,https://book.douban.com/subject/30473240/
高老头,(法)巴尔扎克 , 傅雷 , 人民文学出版社 , 1989-09-01 , 5.60,8.0,13640,https://book.douban.com/subject/1119528/
虹の歯ブラシ 上木らいち発散,早坂吝 , 講談社 , 講談社 , 2015-2-5 , JPY 929,8.6,3130,https://book.douban.com/subject/26285818/
静静的顿河,[苏] 肖洛霍夫 , 金人、贾刚 校 , 人民文学出版社 , 2015-8 , 158.00元,9.3,676,https://book.douban.com/subject/25897651/
余生，请多指教2,柏林石匠 , 四川文艺出版社 , 四川文艺出版社 , 2019-1 , 39.80,6.6,346,https://book.douban.com/subject/30358193/
纯真博物馆,[土耳其] 奥尔罕·帕慕克 , 陈竹冰 , 上海人民出版社 , 2010-1 , 36.00元,8.0,9797,https://book.douban.com/subject/4154988/
红字,(美)霍桑 , 苏福忠 , 上海译文出版社 , 2007-7 , 11.00,8.1,3096,https://book.douban.com/subject/2193878/
梦游人,[奥] 赫尔曼·布洛赫 , 流畅 , 广东人民出版社 , 2020-9 , 198.00元,not-found,10,https://book.douban.com/subject/35094007/
国境以南 太阳以西,[日] 村上春树 , 林少华 , 上海译文出版社 , 2001-8 , 13.50元,8.2,35112,https://book.douban.com/subject/1015452/
沙之书,[阿根廷] 豪·路·博尔赫斯 , 王永年 , 上海译文出版社 , 2015-7 , 26.00,9.0,5876,https://book.douban.com/subject/25796049/
大月亮及其他,陆源 , 后浪丨四川文艺出版社 , 后浪丨四川文艺出版社 , 2020-4 , 38,8.5,60,https://book.douban.com/subject/34971570/
红拂夜奔,王小波 , 江苏文艺出版社 , 江苏文艺出版社 , 2005-1 , 28.00元,8.7,27823,https://book.douban.com/subject/1418686/
步步惊心,桐华 , 民族出版社 , 民族出版社 , 2006-6 , 25.00元,8.1,53880,https://book.douban.com/subject/1812439/
白夜行,[日] 东野圭吾 , 刘姿君 , 南海出版公司 , 2017-7 , 59.60元,9.0,6551,https://book.douban.com/subject/27112607/
欧也妮·葛朗台,巴尔扎克(法) , 张冠尧 , 人民文学出版社 , 2000-5-1 , 8.80,7.8,31062,https://book.douban.com/subject/1031741/
怨氣撞鈴1·食骨,尾魚 , 聯合文學 , 聯合文學 , 2015-2-13 , NTD 99,8.1,8049,https://book.douban.com/subject/26331014/
源泉,[美] 安·兰德 , 高晓晴、赵雅蔷、杨玉 , 重庆出版社 , 2005-11 , 49.80元,9.0,7004,https://book.douban.com/subject/1431870/
葡萄牙的高山,[加拿大] 扬·马特尔 , 亚可 , 北京联合出版公司 , 2017-11-1 , 58.00元,8.5,5243,https://book.douban.com/subject/27124847/
时间移民,刘慈欣 , 江苏凤凰文艺出版社 , 江苏凤凰文艺出版社 , 2014-12 , 32.00,8.4,10988,https://book.douban.com/subject/26210607/
绑架游戏,[日]东野圭吾 , 郑悦 , 上海译文出版社 , 2010-3 , 20.00,7.3,9126,https://book.douban.com/subject/4191594/
三体全集,刘慈欣 , 读客文化 ,刘慈欣 , 读客文化 , 2018-11-26,9.4,1136,https://book.douban.com/subject/33420947/
邦查女孩,甘耀明 , 后浪丨文化发展出版社 , 后浪丨文化发展出版社 , 2018-11 , 76.00元,9.0,1174,https://book.douban.com/subject/30276134/
天黑以后,[日] 村上春树 , 施小炜 , 南海出版公司 , 2012-2 , 29.50元,7.5,8142,https://book.douban.com/subject/7056685/
精灵宝钻,[英] J. R. R. 托尔金 著、[英] 克里斯托弗·托尔金 编、[加拿大] 泰德·纳史密斯 图 , 邓嘉宛 , 上海人民出版社 , 2015-2 , 79.00元,9.4,2409,https://book.douban.com/subject/25957852/
我在未来等你,刘同 , 北京联合出版公司 , 北京联合出版公司 , 2017-9 , 42.00,7.0,4883,https://book.douban.com/subject/27139846/
不能承受的生命之轻,[捷克] 米兰·昆德拉 , 许钧 , 上海译文出版社 , 2017-1-1 , CNY 39.00,9.1,1194,https://book.douban.com/subject/26877993/
骑士的献祭,那多 , 上海文艺出版社 , 上海文艺出版社 , 2020-6-8 , 39.00元,7.7,790,https://book.douban.com/subject/35006314/
S.,[美] J.J.艾布拉姆斯、[美] 道格·道斯特 , 颜湘如 , 中信出版集团 , 2016-6-6 , 168.00 元,7.7,6678,https://book.douban.com/subject/26356515/
云中记,阿来 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2019-4-1 , 55.00,7.8,828,https://book.douban.com/subject/33439236/
人皮论语,冶文彪 , 作家出版社 , 作家出版社 , 2011-1-1 , 28.00元,8.6,2515,https://book.douban.com/subject/5390091/
雪中悍刀行 1,烽火戏诸侯 , 江苏文艺出版社 , 江苏文艺出版社 , 2013-9-1 , 25.00元,7.6,6491,https://book.douban.com/subject/25714176/
突然，响起一阵敲门声,[以色列] 埃特加·凯雷特 , 楼武挺 , 上海文艺出版社 , 2013-10-25 , 25.00,8.2,3024,https://book.douban.com/subject/25724491/
莫失莫忘,[英] 石黑一雄 , 张坤 , 上海译文出版社 , 2018-6 , 49.00元,8.7,2699,https://book.douban.com/subject/30181685/
更大的希望,[奥]伊尔泽·艾兴格 , 庄亦男 , 后浪 | 江苏凤凰文艺出版社 , 2020-8 , 48.00元,not-found,30,https://book.douban.com/subject/34900593/
从前我死去的家,〔日〕东野圭吾 , 李盈春 , 南海出版公司 , 2013-7-1 , 25.00元,7.6,13146,https://book.douban.com/subject/24153181/
地下春天,梁空 , 花城出版社 , 花城出版社 , 2020-7-1 , 49.00,9.2,37,https://book.douban.com/subject/35100925/
莱博维茨的赞歌,[美] 小沃尔特·M·米勒 , 栾杰 , 中信出版集团 , 2018-5 , 56.00元,8.3,508,https://book.douban.com/subject/30191936/
黑暗的左手,[美] 厄休拉·勒古恩 , 陶雪蕾 , 北京联合出版公司 , 2017-12 , 45.00,8.4,2176,https://book.douban.com/subject/26916012/
佛兰德镜子,dome , 后浪丨四川文艺出版社 , 后浪丨四川文艺出版社 , 2019-9 , 48.00元,7.6,2100,https://book.douban.com/subject/34782362/
少年巴比伦,路内 , 重庆出版社 , 重庆出版社 , 2008-8 , 22.00元,8.6,8520,https://book.douban.com/subject/3194071/
体育馆之谜,[日] 青崎有吾 , 李讴琳 , 人民文学出版社 , 2017-10 , 48,8.0,2665,https://book.douban.com/subject/27054451/
魔道祖師 四,墨香銅臭 , 平心工作室 , 平心工作室 , 2016-12-8 , NT330元,8.0,3409,https://book.douban.com/subject/26924201/
绑架游戏,[日] 东野圭吾 , 陈岳夫 , 人民文学出版社 , 2020-1 , 59.00,6.6,617,https://book.douban.com/subject/34662076/
海边的卡夫卡,[日] 村上春树 , 林少华 , 上海译文出版社 , 2007-7 , 27.00元,8.5,28789,https://book.douban.com/subject/2158189/
盗墓笔记3,南派三叔 , 中国友谊出版公司 , 中国友谊出版公司 , 2007-11 , 26.80元,8.4,37660,https://book.douban.com/subject/2298149/
哪啊哪啊神去村,[日] 三浦紫苑 , 王蕴洁 , 文治图书·北京联合出版社 , 2020-4-30 , 42.00元,8.3,126,https://book.douban.com/subject/34937287/
夜行货车,陈映真 , 九州出版社 , 九州出版社 , 2020-6 , 76,9.3,54,https://book.douban.com/subject/34937627/
半泽直树1,池井户润 , 王蕴洁 , 现代出版社 , 2019-10 , 50.00元,7.9,702,https://book.douban.com/subject/34428990/
亚瑟与乔治,[英] 朱利安·巴恩斯 , 赵安琪 , 文汇出版社 , 2020-3-10 , 59.9,8.0,164,https://book.douban.com/subject/34969912/
银河系搭车客指南,[英] 道格拉斯·亚当斯 , 姚向辉 , 上海译文出版社 , 2011-7 , 26.00元,8.7,14114,https://book.douban.com/subject/6265745/
西线无战事,[德] 埃里希·玛丽亚·雷马克 , 朱雯 , 上海人民出版社 , 2017-6 , 45.00元,9.1,2251,https://book.douban.com/subject/26324832/
第七天,余华 , 新星出版社 , 新星出版社 , 2018-8 , 39.5,7.7,3521,https://book.douban.com/subject/30259153/
人世间（套装共三册）,梁晓声 , 中国青年出版社 , 中国青年出版社 , 2018-1 , 238.00元,8.4,1001,https://book.douban.com/subject/30134582/
湖畔,[日] 东野圭吾 , 沈杨 , 化学工业出版社 , 2016-1-1 , CNY 32.00,7.3,10950,https://book.douban.com/subject/26598142/
藏海花,南派三叔 , 北京联合出版公司 , 北京联合出版公司 , 2012-8 , 32.80元,8.1,14429,https://book.douban.com/subject/11528339/
诡秘之主,爱潜水的乌贼 , 江苏凤凰文艺出版社,,爱潜水的乌贼 , 江苏凤凰文艺出版社,8.5,1686,https://book.douban.com/subject/33424453/
鴛鴦六七四,馬家輝 , 新經典圖文傳播 , 新經典圖文傳播 , 2020-5-20 , NTD420,9.0,30,https://book.douban.com/subject/34997546/
天真的和感伤的小说家,[土耳其] 奥尔罕·帕慕克 , 彭发胜 , 上海人民出版社 , 2012-9 , 26.00元,8.3,3119,https://book.douban.com/subject/10749924/
冷场,李诞 , 四川文艺出版社 , 四川文艺出版社 , 2018-11-20 , 42,6.4,8413,https://book.douban.com/subject/30365801/
约翰·克里斯朵夫,罗曼·罗兰 , 丁震源、杨国松 , 百花洲文艺出版社 , 2014-5-1 , CNY 110.00,9.2,1319,https://book.douban.com/subject/26352388/
长相思,桐华 , 湖南文艺出版社 , 湖南文艺出版社 , 2013-2 , 35.00元,8.1,11620,https://book.douban.com/subject/21242062/
许三观卖血记,余华 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2017-10 , 39.50元,9.2,2619,https://book.douban.com/subject/27141102/
倾城之恋,张爱玲 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2019-3 , 49.50元,9.0,1388,https://book.douban.com/subject/30294357/
尘埃落定,阿来 , 人民文学出版社 , 人民文学出版社 , 2005-1 , 21.00元,8.7,11281,https://book.douban.com/subject/1200842/
世上最美的溺水者,[哥伦比亚] 加西亚·马尔克斯 , 陶玉平 , 南海出版公司 , 2015-11-1 , 35.00元,8.8,8761,https://book.douban.com/subject/26628811/
不语,[美]杰西·鲍尔 , 熊亭玉 , 中信出版集团 , 2020-5 , 49,8.0,92,https://book.douban.com/subject/35026481/
查泰莱夫人的情人,[英] D. H. 劳伦斯 , 黑马 , 译林出版社 , 2013-12 , 36.00元,8.3,3291,https://book.douban.com/subject/25852235/
死于威尼斯,[德] 托马斯·曼 , 钱鸿嘉、刘德中 , 上海译文出版社 , 2010-5 , 20.00元,8.3,5251,https://book.douban.com/subject/4621099/
