name,auth,translator,publisher,date,price,rating,hot,url
小妇人,（美）路易莎・梅・奥尔科特 , 刘春英、陈玉立 , 译林出版社 , 2004-01 , 15.00元,8.4,15727,https://book.douban.com/subject/1427288/
春日宴,白鹭成双 , 三秦出版社 , 三秦出版社 , 2018-6 , 34.80元,6.7,3818,https://book.douban.com/subject/30273665/
且听风吟,[日]村上春树 , 林少华 , 上海译文出版社 , 2018-7 , 28,7.6,2805,https://book.douban.com/subject/30144098/
云游,[波兰] 奥尔加·托卡尔丘克 , 于是 , 四川人民出版社 , 2020-1 , 55.00元,8.7,2640,https://book.douban.com/subject/34889883/
魔道祖師 三,墨香銅臭 , 平心工作室 , 平心工作室 , 2016-12-8 , NT330元,8.1,4680,https://book.douban.com/subject/26924200/
侯大利刑侦笔记,小桥老树 , 上海文艺出版社 , 上海文艺出版社 , 2020-3 , 45.00元,7.3,1239,https://book.douban.com/subject/34977889/
青铜葵花,曹文轩 , 江苏少年儿童出版社 , 江苏少年儿童出版社 , 2005-4 , 18.00元,8.7,7757,https://book.douban.com/subject/1318622/
红玫瑰与白玫瑰,张爱玲 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2012-6 , 28.00元,8.7,12523,https://book.douban.com/subject/10757939/
喜鹊谋杀案,[英] 安东尼·霍洛维茨、Anthony Horowitz , 梁清新 , 新星出版社 , 2019-6 , 69.00元,7.6,9578,https://book.douban.com/subject/33445034/
雾行者,路内 , 上海三联书店 , 上海三联书店 , 2020-1 , 88.00,8.0,2051,https://book.douban.com/subject/34894380/
假面的告白,[日] 三岛由纪夫 , 孙容成、戴焕 , 北京十月文艺出版社 , 2020-4 , 49.50,8.9,315,https://book.douban.com/subject/34924508/
刚多林的陷落,[英] J. R. R. 托尔金、[英] 克里斯托弗·托尔金 编、[英] 艾伦·李 图 , 邓嘉宛、石中歌、杜蕴慈 , 上海人民出版社 , 2020-4 , 79.00元,9.4,232,https://book.douban.com/subject/34954100/
纽约客,白先勇 , 广西师范大学出版社 , 广西师范大学出版社 , 2010-10 , 32.00元,8.7,14795,https://book.douban.com/subject/5337243/
致我们终将逝去的青春,辛夷坞 , 朝华出版社 , 朝华出版社 , 2007-8 , 25.00元,7.8,90201,https://book.douban.com/subject/2209098/
九州·缥缈录,江南 , 人民文学出版社 , 人民文学出版社 , 2015-10 , 198.00元,8.9,4443,https://book.douban.com/subject/26613061/
小说鉴赏,[美] 克林斯·布鲁克斯、[美] 罗伯特·潘·沃伦 , 主万、冯亦代、丰子恺、草婴、汝龙 , 后浪丨四川人民出版社 , 2020-2 , 128.00元,8.8,66,https://book.douban.com/subject/34873596/
庆余年·壹,猫腻 , 中国友谊出版公司 , 中国友谊出版公司 , 2008-7 , 28.00元,8.1,15956,https://book.douban.com/subject/3155622/
绿山墙的安妮,[加] 露西·莫德·蒙哥玛利 , 马爱农 , 浙江文艺出版社 , 2003-01 , 15.00元,9.1,9136,https://book.douban.com/subject/1064841/
十月国度,[美] 雷·布拉德伯里 , 刘正飞 , 上海译文出版社 , 2020-6 , 68.00,7.8,136,https://book.douban.com/subject/35013499/
时生,〔日〕东野圭吾 , 徐建雄 , 南海出版公司 , 2015-7-1 , 39.50元,7.6,11664,https://book.douban.com/subject/26387514/
他知道风从哪个方向来,玖月晞 , 百花洲文艺出版社 , 百花洲文艺出版社 , 2015-12-1 , 45.00,7.7,10227,https://book.douban.com/subject/26662515/
怜悯恶魔,[日] 西泽保彦 , 潘璐 , 新星出版社 , 2020-6 , 48.00元,7.6,315,https://book.douban.com/subject/35058743/
流浪地球,刘慈欣 , 湖北长江出版集团，长江文艺出版社 , 湖北长江出版集团，长江文艺出版社 , 2008-11 , 28.00元,8.6,57176,https://book.douban.com/subject/3266609/
时间的礼物,[瑞典] 弗雷德里克·巴克曼 , 孙璐 , 天津人民出版社 , 2019-1-1 , 36.00元,7.4,5642,https://book.douban.com/subject/30390651/
告白,[日]凑佳苗、湊かなえ , 丁世佳 , 哈尔滨出版社 , 2010年6月 , 26.00元,8.5,11058,https://book.douban.com/subject/4836682/
风暴来的那一天,吴沚默 , 中信出版集团 , 中信出版集团 , 2020-5 , 52.80,8.0,200,https://book.douban.com/subject/34984112/
少年的你，如此美丽,玖月晞 , 百花洲文艺出版社 , 百花洲文艺出版社 , 2016-9 , 32.00元,6.1,11067,https://book.douban.com/subject/26858577/
檀香刑,莫言 , 作家出版社 , 作家出版社 , 2001-3 , 27.00元,8.2,19811,https://book.douban.com/subject/1043485/
海洋之星,［爱尔兰］约瑟夫•奥康纳 , 陈超 , 北京联合出版公司 , 2020-6 , 68.00元,8.4,56,https://book.douban.com/subject/34995566/
密室收藏家,[日] 大山诚一郎 , 曹逸冰 , 江苏凤凰文艺出版社 , 2017-10 , 36.00,7.8,3007,https://book.douban.com/subject/26348596/
生死场,萧红 , 人民文学出版社 , 人民文学出版社 , 2005-5-1 , 11.00,8.2,13028,https://book.douban.com/subject/1317899/
怦然心动,文德琳·范·德拉安南 , 陈常歌 , 百花洲文艺出版社 , 2016-12-1 , 42.80,9.1,3305,https://book.douban.com/subject/26879324/
首无·作祟之物,[日]三津田信三 , 张舟 , 吉林出版集团有限责任公司 , 2011-6 , 35.00元,8.8,5926,https://book.douban.com/subject/6249670/
龙族Ⅱ,江南 , 长江出版社 , 长江出版社 , 2011-5 , 29.80元,8.0,18348,https://book.douban.com/subject/6434543/
双城记,查尔斯・狄更斯 , 石永礼 , 人民文学出版社 , 1996-08 , 14.10,8.3,19017,https://book.douban.com/subject/1007772/
人类群星闪耀时,斯蒂芬·茨威格 , 张伟 , 北京出版社 , 2005-1 , 25.00元,8.3,7604,https://book.douban.com/subject/1201620/
沉睡的人鱼之家,[日] 东野圭吾 , 王蕴洁 , 北京联合出版公司 , 2017-6 , 39.80元,7.2,16854,https://book.douban.com/subject/27028847/
蛙,莫言 , 浙江文艺出版社 , 浙江文艺出版社 , 2017-1-1 , CNY 37.00,8.7,3251,https://book.douban.com/subject/26904483/
流星之绊,[日]东野圭吾 , 徐建雄 , 南海出版公司 , 2016-6 , 45.00元,8.0,9228,https://book.douban.com/subject/26774897/
台北人,白先勇 , 广西师范大学出版社 , 广西师范大学出版社 , 2015-1 , 48.00,9.1,7503,https://book.douban.com/subject/26253699/
查令十字街84号,[美] 海莲·汉芙 , 陈建铭 , 译林出版社 , 2016-5 , 35.00元,8.1,26190,https://book.douban.com/subject/26768309/
拉普拉斯的魔女,[日] 东野圭吾 , 王蕴洁 , 北京联合出版公司 , 2017-1 , 39.80元,6.8,17251,https://book.douban.com/subject/26920165/
窄门,[法] 安德烈·纪德 , 桂裕芳 , 上海译文出版社 , 2010-04 , 18.00元,8.1,8246,https://book.douban.com/subject/4246979/
当我们谈论爱情时我们在谈论什么,[美] 雷蒙德·卡佛 , 小二 , 译林出版社 , 2010-1 , 22.00元,7.8,40365,https://book.douban.com/subject/4010969/
骆驼祥子,老舍 , 南海出版公司 , 南海出版公司 , 2010-3-1 , 25.00元,9.1,6532,https://book.douban.com/subject/4275017/
青铜时代,王小波 , 花城出版社 , 花城出版社 , 1997-5 , 29.00元,8.7,20266,https://book.douban.com/subject/1085883/
动物凶猛,王朔 , 中国电影出版社 , 中国电影出版社 , 2004年02月 , 15.50元,8.3,28845,https://book.douban.com/subject/1143694/
战争与和平,[俄] 托尔斯泰 , 刘辽逸 , 人民文学出版社 , 2015-4 , 88.00元,9.4,2361,https://book.douban.com/subject/25837845/
铜锣烧也有春天,[日]多利安助川 , 吕卫清 , 浙江文艺出版社 , 2020-5 , 38.00元,7.9,239,https://book.douban.com/subject/34852472/
逃离,[加] 艾丽丝·门罗 , 李文俊 , 北京十月文艺出版社 , 2016-10-1 , 49.50元,8.5,3273,https://book.douban.com/subject/26863797/
消失的13级台阶,[日] 高野和明 , 赵建勋 , 上海文艺出版社 , 2020-5-15 , 42.00元,8.7,2109,https://book.douban.com/subject/34996429/
我的名字叫红,[土耳其] 奥尔罕·帕慕克 , 沈志兴 ,上海人民出版社 , 2016-1 , 39.00元,8.6,2892,https://book.douban.com/subject/26639310/
麦田里的守望者,[美] J. D. 塞林格 , 孙仲旭 , 译林出版社 , 2018-10 , 46.00,8.8,1451,https://book.douban.com/subject/26905152/
一只特立独行的猪,王小波 , 北方文艺出版社 , 北方文艺出版社 , 2006-4 , 18.80元,8.8,67864,https://book.douban.com/subject/1767945/
陆王,[日] 池井户润 , 励立蓉、安素 , 浙江人民出版社 , 2020-5 , 55.00元,8.2,186,https://book.douban.com/subject/34941828/
我是猫,[日]夏目漱石 , 于雷 , 译林出版社 , 1994-5-1 , 10.30元,7.9,17359,https://book.douban.com/subject/1000856/
叛逆者,畀愚 , 人民文学出版社 , 人民文学出版社 , 2020-5 , 46.00元,7.9,190,https://book.douban.com/subject/35084165/
克苏鲁神话,[美] H.P.洛夫克拉夫特 , 姚向辉 , 浙江文艺出版社 , 2016-11-1 , 68.00元,7.6,6587,https://book.douban.com/subject/26862626/
美满,淡豹 , 上海人民出版社 , 上海人民出版社 , 2020-8 , 56.00元,not-found,10,https://book.douban.com/subject/35090811/
度外,黄国峻 , 四川人民出版社 , 四川人民出版社 , 2019-1 , 45.00元,8.4,1399,https://book.douban.com/subject/30382687/
动物园,[日] 乙一 , 张筱森 , 人民文学出版社 , 2016-8-1 , 49.80,8.3,4866,https://book.douban.com/subject/26723423/
浮生物语,裟椤双树 , 长江出版社 , 长江出版社 , 2010-11 , 26.80元,7.5,5556,https://book.douban.com/subject/5363651/
天蓝色的彼岸,（英）艾利克斯・希尔 , 张雪松 , 新世界出版社 , 2003-12 , 19.80元,8.6,15297,https://book.douban.com/subject/1041128/
余生，请多指教,柏林石匠 , 百花洲文艺出版社 , 百花洲文艺出版社 , 2016-10 , 32.00元,6.6,5117,https://book.douban.com/subject/26872990/
龙族Ⅲ,江南 , 长江出版社 , 长江出版社 , 2013-12 , 36.80元,8.2,13493,https://book.douban.com/subject/25825717/
你当像鸟飞往你的山,[美] 塔拉·韦斯特弗 , 任爱红 , 南海出版公司 , 2019-10-20 , 59.00元,8.9,65531,https://book.douban.com/subject/33440205/
我的职业是小说家,[日] 村上春树 , 施小炜 , 南海出版公司 , 2017-1 , 45.00元,8.3,18252,https://book.douban.com/subject/26889236/
坟场之书,[英] 尼尔·盖曼、张晓雨 (插图作者) , 胡雅倩 , 四川科学技术出版社 , 2010-3 , 21.00元,8.2,3409,https://book.douban.com/subject/4219125/
毛姆短篇小说精选集,(英)威廉·萨默塞特·毛姆 , 冯亦代、傅惟慈、陆谷孙 , 译林出版社 , 2012-11 , 36.00元,9.0,8604,https://book.douban.com/subject/10774752/
十一种孤独,（美）理查德·耶茨、Richard Yates , 陈新宇 , 上海译文出版社 , 2010-1 , 20.00元,8.2,20611,https://book.douban.com/subject/4105446/
蛙,莫言 , 上海文艺出版社 , 上海文艺出版社 , 2012-10 , 35.00元,8.3,13558,https://book.douban.com/subject/19995918/
神们自己,[美] 艾萨克·阿西莫夫 , 崔正男 , 江苏凤凰文艺出版社 , 2014-12-1 , 39.00元,8.4,17437,https://book.douban.com/subject/26264967/
悲剧人偶,[日]东野圭吾 , 杨婉蘅 , 北京十月文艺出版社 , 2018-8 , 49.50,7.1,5445,https://book.douban.com/subject/30210694/
局外人,[法]加缪 , 柳鸣九 , 天津人民出版社 , 2016-7 , 32.00元,8.9,7316,https://book.douban.com/subject/26839300/
放学后,[日]东野圭吾 , 赵峻 , 南海出版公司 , 2017-9 , 45,7.4,8663,https://book.douban.com/subject/27102207/
天幕红尘,豆豆 , 作家出版社 , 作家出版社 , 2013-6-1 , 36.00元,8.3,2911,https://book.douban.com/subject/24748615/
废都,贾平凹 , 北京出版社 , 北京出版社 , 1993 , 12.50,7.1,17495,https://book.douban.com/subject/1417905/
火星救援,[美] 安迪·威尔 , 陈灼 , 译林出版社 , 2015-10 , 38.00,8.9,12585,https://book.douban.com/subject/26586492/
鱼王,(俄罗斯)维克托·阿斯塔菲耶夫 , 夏仲翼 , 广西师范大学出版社 , 2017-4 , 78.00元,8.9,4265,https://book.douban.com/subject/26853356/
赤朽叶家的传说,[日] 樱庭一树 , 虞侃 , 上海文艺出版社 , 2020-4-16 , 49.00元,8.7,201,https://book.douban.com/subject/34996428/
伊凡·伊里奇之死,[俄] 列夫·托尔斯泰 , 许海燕 , 东方出版社 , 2017-10 , 46.00元,9.2,2150,https://book.douban.com/subject/27140882/
西游记,吴承恩 , 岳麓书社 , 岳麓书社 , 1994-04 , 15.00,9.2,8312,https://book.douban.com/subject/1061803/
那些回不去的年少时光·终场,桐华 , 江苏文艺出版社 , 江苏文艺出版社 , 2010-04 , 23.80元,8.7,19727,https://book.douban.com/subject/4732378/
卡拉马佐夫兄弟,陀思妥耶夫斯基 , 荣如德 , 上海译文出版社 , 2011-5-1 , CNY 55.00,9.5,3224,https://book.douban.com/subject/6313496/
第一炉香,张爱玲 , 花城出版社 , 花城出版社 , 1997-3 , 11.5,8.4,36229,https://book.douban.com/subject/1082162/
X的悲剧,[美] 埃勒里·奎因 , 唐诺 , 新星出版社 , 2009-1 , 29.00,8.4,14132,https://book.douban.com/subject/3347997/
纵横交错的世界,[英] 阿莉·史密斯 , 蔡斌 , 浙江文艺出版社 , 2020-5 , 56.00元,8.3,69,https://book.douban.com/subject/35030363/
心理罪,雷米 , 重庆出版社 , 重庆出版社 , 2011-2 , 29.80元,8.1,13047,https://book.douban.com/subject/5904212/
红岩,罗广斌、杨益言 , 中国青年出版社 , 中国青年出版社 , 2000-07 , 22.00元,7.6,7293,https://book.douban.com/subject/1090109/
黎明之街,[日] 东野圭吾 , 李超楠 , 南海出版公司 , 2018-2 , 49.50元,7.4,8031,https://book.douban.com/subject/27178063/
雪落香杉树,[美] 戴维·伽特森 , 熊裕 , 全本书店|作家出版社 , 2017-6 , 52.00元,8.3,8563,https://book.douban.com/subject/5431784/
异乡人,(法) 加缪 , 张一乔 , 北京大学出版社 , 2015-1-1 , 28,9.0,17587,https://book.douban.com/subject/26276775/
隐,赵松 , 世纪文景,上海人民出版社 , 2020-2 , 42.00元,7.4,750,https://book.douban.com/subject/34933266/
簪中录,侧侧轻寒 , 江苏凤凰文艺出版社 , 江苏凤凰文艺出版社 , 2015-1-1 , 30.00,7.9,11454,https://book.douban.com/subject/26284304/
余生皆假期,伊坂幸太郎 , 吕灵芝 , 新星出版社 , 2015-2 , 28,7.8,17403,https://book.douban.com/subject/25892399/
日本沉没,[日] 小松左京 , 高晓钢、张平、陈晓琴 , 译林出版社 , 2020-7 , 58.00元,8.3,104,https://book.douban.com/subject/35076020/
京华烟云,林语堂 , 张振玉 , 陕西师范大学出版社 , 2005-7 , 43.00元,8.5,32694,https://book.douban.com/subject/1391191/
民王,[日]池井户润 , 乔蕾 , 浙江人民出版社 , 2020-5 , 45,7.4,253,https://book.douban.com/subject/34952416/
雪人,[挪威] 尤·奈斯博 , 林立仁 , 湖南文艺出版社 , 2016-4 , 39.00元,8.1,17976,https://book.douban.com/subject/26729776/
君子报恩,囧囧有妖 , 民主与建设出版社 , 民主与建设出版社 , 2017-9 , 34.80元,7.8,2219,https://book.douban.com/subject/27127822/
平凡的世界,路遥 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2013-5 , 99.00元,9.1,15873,https://book.douban.com/subject/24380577/
大象席地而坐,胡迁 , 译林出版社 , 译林出版社 , 2019-11 , 58.00,8.6,2498,https://book.douban.com/subject/34866400/
沧浪之水,阎真 , 人民文学出版社 , 人民文学出版社 , 2001-10 , 26.00元,8.5,14187,https://book.douban.com/subject/1054917/
雾都孤儿,[英]狄更斯 , 荣如德 , 上海译文出版社 , 1991-7 , 10.10元,8.1,33475,https://book.douban.com/subject/1203251/
钟表馆事件,[日]绫辻行人 , 刘羽阳 , 新星出版社 , 2014-5 , 35.00元,8.3,6353,https://book.douban.com/subject/25848819/
钟表馆事件,[日] 绫辻行人 , 刘羽阳 , 新星出版社 , 2016-6-14 , 35.00元,8.4,4158,https://book.douban.com/subject/26771719/
1Q84 BOOK 2,[日] 村上春树 , 施小炜 , 南海出版公司 , 2010-6 , 36.00元,8.4,63060,https://book.douban.com/subject/4885241/
小说机杼,[英] 詹姆斯·伍德 , 黄远帆 , 河南大学出版社 , 2015-8-1 , 28.00元,9.1,1821,https://book.douban.com/subject/26394876/
何以笙箫默,顾漫 , 沈阳出版社 , 沈阳出版社 , 2011-1 , 25.00元,7.7,19396,https://book.douban.com/subject/5686369/
象棋的故事,[奥] 斯台芬·茨威格 , 张玉书 , 上海译文出版社 , 2007-7 , 23.00元,9.1,8737,https://book.douban.com/subject/2158684/
小团圆,张爱玲 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2009-4 , 28.00,7.6,47629,https://book.douban.com/subject/3616310/
王尔德童话,[英] 王尔德 , 王林 , 译林出版社 , 2003-6 , 6.00元,9.1,16182,https://book.douban.com/subject/1119839/
人生,路遥 , 北京十月文艺出版社 , 北京十月文艺出版社 , 2012-3-1 , 25.00元,8.6,6212,https://book.douban.com/subject/10562233/
了不起的盖茨比,（美）F.S. 菲茨杰拉德 , 巫宁坤等 , 上海译文出版社 , 2016-5 , 32.00元,9.0,618,https://book.douban.com/subject/26689045/
螺丝在拧紧,[美] 亨利·詹姆斯 , 邹海仑 , 上海文艺出版社 , 2020-6 , 39.80元,8.5,87,https://book.douban.com/subject/35067446/
一寸相思,紫微流年 , 青岛出版社 , 青岛出版社 , 2016-8 , 52.00元,7.4,1828,https://book.douban.com/subject/26844866/
儒林外史,吴敬梓 , 人民文学出版社 , 人民文学出版社 , 2002-1-1 , 20.00,8.3,7044,https://book.douban.com/subject/1042053/
美丽新世界,[英] 奥尔德斯·赫胥黎 , 陈超 , 上海译文出版社 , 2017-1-31 , 28,9.1,4555,https://book.douban.com/subject/26863404/
时间之舞,[美] 安 • 泰勒（Anne Tyler） , 徐阳 , 低音 • 北京联合出版公司 , 2020-5 , 48.00元,7.6,66,https://book.douban.com/subject/34990155/
查理九世1·黑贝街的亡灵,雷欧幻像 , 浙江少年儿童出版社 , 浙江少年儿童出版社 , 2011-1 , 15.00元,7.7,2490,https://book.douban.com/subject/5912701/
生死疲劳,莫言 , 作家出版社 , 作家出版社 , 2006-1-1 , 39.00元,8.2,14261,https://book.douban.com/subject/1465007/
日瓦戈医生,〔苏〕鲍里斯·帕斯捷尔纳克 , 蓝英年、张秉衡 , 人民文学出版社 , 2006-1-1 , 28,8.5,4049,https://book.douban.com/subject/1469878/
斗罗大陆（全14卷）,唐家三少 , 太白文艺出版社 , 太白文艺出版社 , 2009-7 , 364.00元,7.1,12900,https://book.douban.com/subject/3705820/
道林·格雷的画像,[英] 奥斯卡·王尔德 , 孙宜学 , 浙江文艺出版社 , 2017-1-1 , 32.00元,8.9,5439,https://book.douban.com/subject/26912631/
小时代1.0折纸时代,郭敬明 , 长江文艺出版社 , 长江文艺出版社 , 2008-10 , 29.80元,6.5,70079,https://book.douban.com/subject/3191328/
沉默的巡游,[日] 东野圭吾 , 边大玉 , 南海出版公司 , 2020-3 , 59.00,7.3,11357,https://book.douban.com/subject/34786086/
来自新世界 （上下）,[日] 贵志祐介 , 丁丁虫 , 上海译文出版社 , 2014-4 , 88.00,9.0,7501,https://book.douban.com/subject/25752955/
圣母,[日]秋吉理香子 , 郑晓蕾 , 新星出版社 , 2019-3 , 42.00,7.9,3950,https://book.douban.com/subject/30475757/
失乐园,[日]渡边淳一 , 竺家荣 , 北京联合出版公司 , 2014-6 , 39.80元,7.7,22213,https://book.douban.com/subject/25891771/
人渣反派自救系統 下,墨香銅臭 , 平心工作室 , 平心工作室 , 2017-7-24 , NTD 330,7.2,2356,https://book.douban.com/subject/27075484/
欢乐英雄,古龙 , 珠海出版社 , 珠海出版社 , 2005-8 , 28.00元,8.8,13018,https://book.douban.com/subject/1264579/
ABC谋杀案,[英] 阿加莎·克里斯蒂 , 赵文伟 , 新星出版社 , 2013-6 , 28.00元,8.3,11653,https://book.douban.com/subject/24737009/
古都,[日] 川端康成 , 叶渭渠、唐月梅 , 南海出版公司 , 2014-1 , 39.50元,8.7,7541,https://book.douban.com/subject/25788092/
遗忘者,法医秦明 , 北京联合出版公司 , 北京联合出版公司 , 2020-7 , 48.00元,7.5,472,https://book.douban.com/subject/35114589/
南货店,张忌 , 中信出版集团 , 中信出版集团 , 2020-7 , 69,8.8,74,https://book.douban.com/subject/35114602/
碎玉投珠,北南 , 青岛出版社 , 青岛出版社 , 2019-3 , 30.00,8.4,2046,https://book.douban.com/subject/31585774/
活着,余华 , 上海文艺出版社 , 上海文艺出版社 , 2004-5 , 13.00元,9.1,86607,https://book.douban.com/subject/1061118/
红与黑,[法] 司汤达 , 罗新璋 , 天津人民出版社 , 2016-10 , 42元,8.6,3501,https://book.douban.com/subject/26897469/
鼠疫,[法] 阿尔贝·加缪 , 刘方 , 上海译文出版社 , 2011-1-1 , 15.00元,8.8,8175,https://book.douban.com/subject/5406559/
丰乳肥臀,莫言 , 浙江文艺出版社 , 浙江文艺出版社 , 2017-1 , 49.00,8.6,2332,https://book.douban.com/subject/26904658/
没有色彩的多崎作和他的巡礼之年,[日] 村上春树 , 施小炜 , 南海出版公司 , 2013-10-1 , 39.50元,8.2,35383,https://book.douban.com/subject/25733470/
恰似寒光遇骄阳,囧囧有妖 , 青岛出版社 , 青岛出版社 , 2019-2 , 55.00元,5.9,825,https://book.douban.com/subject/30458419/
鬼吹灯Ⅱ之一·黄皮子坟,天下霸唱 , 安徽文艺出版社 , 安徽文艺出版社 , 2007-7 , 26.80元,7.6,19081,https://book.douban.com/subject/2149655/
三叉戟,吕铮 , 北京联合出版公司 , 北京联合出版公司 , 2020-5 , 59.00元,7.7,292,https://book.douban.com/subject/35059107/
厨房,[日]吉本芭娜娜 , 李萍 , 上海译文出版社 , 2009-10 , 22.00元,8.1,17009,https://book.douban.com/subject/4127527/
古董局中局,马伯庸 , 凤凰出版社 , 凤凰出版社 , 2012-9 , 32.00元,7.5,22018,https://book.douban.com/subject/11612936/
伊豆的舞女,[日] 川端康成 , 叶渭渠 , 广西师范大学出版社 , 2002-2 , 23.80元,8.2,46821,https://book.douban.com/subject/1005521/
米格尔街,V.S.奈保尔 (V.S.Naipaul) , 张琪 , 南海出版公司 , 2013-7 , CNY 28.00,8.5,8879,https://book.douban.com/subject/21346008/
1984,乔治奥威尔 , 舒新 , 北京理工大学出版社 , 2013-11-1 , CNY 32.00,9.4,7309,https://book.douban.com/subject/25818441/
神经漫游者,[美] 威廉·吉布森 , Denovo , 江苏凤凰文艺出版社 , 2013-6 , 32.00元,8.1,6594,https://book.douban.com/subject/24107596/
强风吹拂,[日] 三浦紫苑 , 林佩瑾、李建铨、杨正敏 , 广西师范大学出版社 , 2019-10 , 58.00元,9.0,1288,https://book.douban.com/subject/33440237/
萤火虫小巷,[美]克莉丝汀·汉娜 , 康学慧 , 百花洲文艺出版社 , 2015-11 , 36.00元,8.1,8752,https://book.douban.com/subject/26642866/
奥古斯都,[美] 约翰·威廉斯 , 郑远涛 , 上海人民出版社 , 2018-5 , 56.00元,9.2,4420,https://book.douban.com/subject/27180479/
诡秘之主 1,爱潜水的乌贼 , 广东旅游出版社 , 广东旅游出版社 , 2020-5 , 39.80元,8.6,169,https://book.douban.com/subject/35051813/
她的小梨窝,唧唧的猫 , 百花洲文艺出版社 , 百花洲文艺出版社 , 2018-5 , 36.80元,6.4,1877,https://book.douban.com/subject/30205673/
心理罪,雷米 , 重庆出版社 , 重庆出版社 , 2007-11 , 24.00元,8.0,15225,https://book.douban.com/subject/2303588/
包法利夫人,福楼拜 , 李健吾 , 人民文学出版社 , 2003-1-1 , CNY 28.00,9.0,2455,https://book.douban.com/subject/25897678/
指匠,[英] 萨拉·沃特斯 , 阿朗 , 上海人民出版社 , 2017-9 , 65.00元,8.9,3647,https://book.douban.com/subject/26952166/
长袜子皮皮,[瑞典] 阿斯特丽德·林格伦 , 李之义 , 中国少年儿童出版社 , 1999-3 , 17.80元,9.0,8390,https://book.douban.com/subject/1004088/
大雪将至,[奥地利]罗伯特•泽塔勒 , 刘秋叶 , 南海出版公司 , 2018-6 , 39,8.3,2964,https://book.douban.com/subject/27115714/
山月记,[日] 中岛敦 , 徐建雄 , 三秦出版社 , 2019-3 , 45.00元,8.5,3318,https://book.douban.com/subject/30394154/
鬼吹灯全集,天下霸唱 , 青岛出版社 , 青岛出版社 , 2016-1-1 , CNY 248.40,8.7,2286,https://book.douban.com/subject/26734228/
喧哗与骚动,(美)威廉﹒福克纳 , 李文俊 , 上海译文出版社 , 2004-08 , 25.00,8.8,5348,https://book.douban.com/subject/1052074/
暗恋·橘生淮南,八月长安 , 湖南文艺出版社 , 湖南文艺出版社 , 2014-7-25 , 58,7.9,16530,https://book.douban.com/subject/25829434/
复活,[俄] 托尔斯泰 , 汝龙 , 人民文学出版社 , 2015-7-1 , CNY 38.00,8.6,1500,https://book.douban.com/subject/25837866/
知否知否应是绿肥红瘦,关心则乱 , 中国华侨出版社 , 中国华侨出版社 , 2018-4-1 , 42.00元,7.4,5845,https://book.douban.com/subject/30164967/
乡村教师,刘慈欣 , 长江文艺出版社 , 长江文艺出版社 , 2012-9-1 , 36.00元,8.6,13933,https://book.douban.com/subject/10767124/
消逝世界漫游指南,【英】道格拉斯·亚当斯、马克·卡沃丁 , 姬茜茹 , 北京联合出版公司 , 2020-6-1 , 88.00,9.6,60,https://book.douban.com/subject/33445985/
尸语者,法医秦明 , 湖南文艺出版社 , 湖南文艺出版社 , 2012-10 , 29.80元,7.2,11913,https://book.douban.com/subject/19950139/
猫不存在,阿科、万象峰年、苏莞雯、王腾、无形者、劳伦斯·M. 舍恩、柠檬黄、卢平、昼温、赵佳铭、郭亮、苏民、吴关、亚历克斯·施瓦茨曼、阿蕾克斯·德拉莫妮卡、沙陀王、康尽欢、弗雷德里克·布朗、梁清散、娜奥米·克雷泽、捕马的猫、慕明、[美] 厄休拉·勒古恩 , Mahat、何锐、耿辉、罗妍莉 , 湖南文艺出版社 , 2020-5 , 49.80元,8.0,132,https://book.douban.com/subject/35045956/
洗澡,杨绛 , 人民文学出版社 , 人民文学出版社 , 2004-1 , 36.00元,8.4,4848,https://book.douban.com/subject/20516443/
如果在冬夜，一个旅人,[意大利] 伊塔洛·卡尔维诺 , 萧天佑 , 译林出版社 , 2012-4 , 35.00元,8.9,5727,https://book.douban.com/subject/10555535/
南方高速,[阿根廷] 胡利奥·科塔萨尔 , 金灿、林叶青、陶玉平 , 南海出版公司 , 2017-7 , 68.00,8.8,4290,https://book.douban.com/subject/27079479/
锦衣之下（全二册）,蓝色狮 , 北方文艺出版社 , 北方文艺出版社 , 2015-4 , 55,7.3,3910,https://book.douban.com/subject/26308574/
牛虻,伏尼契(爱尔兰)、sf、qrewqwer , 李俍民 , 中国青年出版社 , 1953-07 , 13.90,8.2,15614,https://book.douban.com/subject/1012637/
无人生还,[英] 阿加莎·克里斯蒂 , 夏阳 , 新星出版社 , 2016-8 , 35.00元,8.7,25535,https://book.douban.com/subject/26840298/
设局,紫金陈 , 贵州人民出版社 , 贵州人民出版社 , 2014-5-1 , 28.00,8.0,3214,https://book.douban.com/subject/25924860/
百年孤独,[哥伦比亚] 加西亚·马尔克斯 , 范晔 , 南海出版公司 , 2017-8 , 55.00元,9.4,5078,https://book.douban.com/subject/27107109/
扑火,张天翼 , 中信出版集团 , 中信出版集团 , 2020-6 , 59.80,8.5,74,https://book.douban.com/subject/34978624/
写在身体上,[英]珍妮特·温特森 , 周嘉宁 , 北京联合出版公司 , 2020-4 , 49,8.1,247,https://book.douban.com/subject/34464665/
龙头凤尾,马家辉 , 四川文艺出版社 , 四川文艺出版社 , 2016-10 , 39.50元,7.7,3781,https://book.douban.com/subject/26870405/
